tmdb_id,title,director,top_cast,genres,release_date,budget
506528,Harriet,Kasi Lemmons,"Cynthia Erivo, Leslie Odom Jr., Janelle Monáe, Clarke Peters, Vanessa Bell Calloway, Omar J. Dorsey, Henry Hunter Hall, Joseph Lee Anderson, Antonio J Bell, Zackary Momoh, Alexis Louder, Aria Brooks, Joe Alwyn, Tim Guinee, Nick Basta","Drama, History",2019-11-01,17000000
338766,Hell or High Water,David Mackenzie,"Jeff Bridges, Chris Pine, Ben Foster, Gil Birmingham, Marin Ireland, Kevin Rankin, Dale Dickey, William Sterchi, Kristen Berg, Katy Mixon, Buck Taylor, Keith Meriweather, Amber Midthunder, Jackamoe Buzzell, Joe Berryman","Western, Crime, Drama",2016-08-11,12000000
152601,Her,Spike Jonze,"Joaquin Phoenix, Scarlett Johansson, Lynn Adrianna, Lisa Renee Pitts, Gabe Gomez, Chris Pratt, Artt Butler, May Lindstrom, Rooney Mara, Bill Hader, Kristen Wiig, Brian D. Johnson, Amy Adams, Matt Letscher, Spike Jonze","Romance, Science Fiction, Drama",2013-12-18,23000000
381284,Hidden Figures,Theodore Melfi,"Taraji P. Henson, Octavia Spencer, Janelle Monáe, Kevin Costner, Kirsten Dunst, Jim Parsons, Mahershala Ali, Glen Powell, Ariana Neal, Saniyya Sidney, Zani Jones Mbayise, Donna Biscoe, Olek Krupa, Aldis Hodge, Kimberly Quinn","Drama, History",2016-12-10,25000000
592984,Hillbilly Elegy,Ron Howard,"Amy Adams, Glenn Close, Gabriel Basso, Haley Bennett, Freida Pinto, Bo Hopkins, Owen Asztalos, Jesse C. Boyd, Stephen Kunken, Keong Sim, Morgan Gao, Ethan Suess, Jono Mitchell, Bill Kelly, David Dwyer",Drama,2020-11-09,0
44826,Hugo,Martin Scorsese,"Asa Butterfield, Ben Kingsley, Chloë Grace Moretz, Sacha Baron Cohen, Ray Winstone, Emily Mortimer, Christopher Lee, Helen McCrory, Michael Stuhlbarg, Frances de la Tour, Richard Griffiths, Jude Law, Kevin Eldon, Gulliver McGrath, Shaun Aylward","Adventure, Drama, Family",2011-11-22,170000000
389015,"I, Tonya",Craig Gillespie,"Margot Robbie, Sebastian Stan, Allison Janney, Julianne Nicholson, Paul Walter Hauser, Bobby Cannavale, Bojana Novaković, Caitlin Carver, Maizie Smith, Mckenna Grace, Suehyla El-Attar Young, Jason Davis, Mea Allen, Cory Chapman, Amy Fox","Drama, Comedy",2017-12-07,11000000
1000837,I'm Still Here,Walter Salles,"Fernanda Torres, Fernanda Montenegro, Selton Mello, Valentina Herszage, Maria Manoella, Bárbara Luz, Gabriela Carneiro da Cunha, Luiza Kosovski, Marjorie Estiano, Pri Helena, Guilherme Silveira, Antonio Saboia, Cora Ramalho, Olívia Torres, Humberto Carrão","Drama, History",2024-09-19,8000000
465914,If Beale Street Could Talk,Barry Jenkins,"KiKi Layne, Stephan James, Regina King, Colman Domingo, Aunjanue Ellis-Taylor, Michael Beach, Finn Wittrock, Brian Tyree Henry, Emily Rios, Teyonah Parris, Ebony Obsidian, Dominique Thorne, Ed Skrein, Pedro Pascal, Dave Franco","Romance, Drama",2018-12-14,12000000
27205,Inception,Christopher Nolan,"Leonardo DiCaprio, Joseph Gordon-Levitt, Ken Watanabe, Tom Hardy, Elliot Page, Dileep Rao, Cillian Murphy, Tom Berenger, Marion Cotillard, Pete Postlethwaite, Michael Caine, Lukas Haas, Talulah Riley, Tohoru Masamune, Taylor Geare","Action, Science Fiction, Adventure",2010-07-15,160000000
224141,Into the Woods,Rob Marshall,"Anna Kendrick, Meryl Streep, Lilla Crawford, James Corden, Emily Blunt, Johnny Depp, Daniel Huttlestone, Chris Pine, Christine Baranski, Tammy Blanchard, Lucy Punch, Mackenzie Mauzy, Billy Magnussen, Tracey Ullman, Richard Glover","Fantasy, Comedy",2014-12-24,50000000
376866,Jackie,Pablo Larraín,"Natalie Portman, Peter Sarsgaard, Greta Gerwig, Billy Crudup, John Hurt, Richard E. Grant, Caspar Phillipson, Beth Grant, John Carroll Lynch, Max Casella, Sara Verhagen, Hélène Kuhn, Deborah Findlay, Corey Johnson, Aidan O'Hare",Drama,2016-12-02,9000000
515001,Jojo Rabbit,Taika Waititi,"Roman Griffin Davis, Thomasin McKenzie, Scarlett Johansson, Taika Waititi, Sam Rockwell, Rebel Wilson, Alfie Allen, Stephen Merchant, Archie Yates, Luke Brandon Field, Sam Haygarth, Stanislav Callas, Joe Weintraub, Brian Caspe, Gabriel Andrews","Comedy, War, Drama",2019-10-18,14000000
475557,Joker,Todd Phillips,"Joaquin Phoenix, Robert De Niro, Zazie Beetz, Frances Conroy, Brett Cullen, Shea Whigham, Bill Camp, Glenn Fleshler, Leigh Gill, Josh Pais, Rocco Luna, Marc Maron, Sondra James, Murphy Guyer, Douglas Hodge","Crime, Thriller, Drama",2019-10-01,55000000
274479,Joy,David O. Russell,"Jennifer Lawrence, Robert De Niro, Bradley Cooper, Edgar Ramírez, Diane Ladd, Virginia Madsen, Isabella Rossellini, Dascha Polanco, Elisabeth Röhm, Susan Lucci, Laura Wright, Maurice Benard, Donna Mills, Jimmy Jean-Louis, Ken Howard","Drama, Comedy",2015-12-24,60000000
583406,Judas and the Black Messiah,Shaka King,"Daniel Kaluuya, LaKeith Stanfield, Jesse Plemons, Dominique Fishback, Ashton Sanders, Algee Smith, Darrell Britt-Gibson, Lil Rel Howery, Dominique Thorne, Martin Sheen, Amari Cheatom, Khris Davis, Ian Duff, Caleb Eberhardt, Robert Longstreet","Drama, History",2021-02-12,26000000
491283,Judy,Rupert Goold,"Renée Zellweger, Jessie Buckley, Finn Wittrock, Rufus Sewell, Michael Gambon, Richard Cordery, Royce Pierreson, Darci Shaw, Andy Nyman, Daniel Cerqueira, Bella Ramsey, Lewin Lloyd, Tom Durant-Pritchard, John Dagleish, Adrian Lukis","Drama, History, Music",2019-09-27,10000000
466420,Killers of the Flower Moon,Martin Scorsese,"Leonardo DiCaprio, Robert De Niro, Lily Gladstone, Jesse Plemons, Tantoo Cardinal, John Lithgow, Brendan Fraser, Cara Jade Myers, JaNae Collins, Jillian Dion, Jason Isbell, William Belleau, Louis Cancelmi, Scott Shepherd, Everett Waller","Crime, History, Drama",2023-10-18,200000000
614917,King Richard,Reinaldo Marcus Green,"Will Smith, Aunjanue Ellis-Taylor, Saniyya Sidney, Demi Singleton, Jon Bernthal, Mikayla LaShae Bartholomew, Tony Goldwyn, Susie Abromeit, Dylan McDermott, Judith Chapman, Erin Cummings, Katrina Begin, Andy Bean, Kevin Dunn, Craig Tate","Drama, History",2021-11-18,50000000
313369,La La Land,Damien Chazelle,"Ryan Gosling, Emma Stone, John Legend, Rosemarie DeWitt, Finn Wittrock, Callie Hernandez, Sonoya Mizuno, Jessica Rothe, Tom Everett Scott, Josh Pence, J.K. Simmons, Amiée Conn, Terry Walters, Thom Shelton, Cinda Adams","Comedy, Drama, Romance",2016-12-01,30000000
391713,Lady Bird,Greta Gerwig,"Saoirse Ronan, Laurie Metcalf, Tracy Letts, Lucas Hedges, Timothée Chalamet, Beanie Feldstein, Lois Smith, Stephen McKinley Henderson, Odeya Rush, Jordan Rodrigues, Marielle Scott, John Karna, Jake McDorman, Bayne Gibby, Laura Marano","Drama, Comedy",2017-09-01,10000000
82695,Les Misérables,Tom Hooper,"Hugh Jackman, Russell Crowe, Amanda Seyfried, Anne Hathaway, Eddie Redmayne, Sacha Baron Cohen, Helena Bonham Carter, Aaron Tveit, Samantha Barks, Daniel Huttlestone, Fra Fee, Hugh Skinner, Alistair Brammer, Killian Donnelly, Adam Pearce","History, Drama",2012-12-18,61000000
718032,Licorice Pizza,Paul Thomas Anderson,"Alana Haim, Cooper Hoffman, Sean Penn, Tom Waits, Bradley Cooper, Benny Safdie, Skyler Gisondo, Mary Elizabeth Ellis, John Michael Higgins, Christine Ebersole, Harriet Sansom Harris, Joseph Cross, Danielle Haim, Este Haim, Moti Haim","Drama, Comedy, Romance",2021-11-26,40000000
87827,Life of Pi,Ang Lee,"Suraj Sharma, Irrfan Khan, Ayush Tandon, Gautam Belur, Adil Hussain, Tabu, Ayaan Khan, Mohd Abbas Khaleeli, Vibish Sivakumar, Rafe Spall, Gérard Depardieu, James Saito, Jun Naito, Andrea Di Stefano, Shravanthi Sainath","Adventure, Drama",2012-11-20,120000000
72976,Lincoln,Steven Spielberg,"Daniel Day-Lewis, Sally Field, David Strathairn, Joseph Gordon-Levitt, James Spader, Hal Holbrook, Tommy Lee Jones, John Hawkes, Jackie Earle Haley, Bruce McGill, Tim Blake Nelson, Joseph Cross, Jared Harris, Lee Pace, Peter McRobbie","History, Drama",2012-11-09,65000000
334543,Lion,Garth Davis,"Dev Patel, Rooney Mara, David Wenham, Nicole Kidman, Abhishek Bharate, Divian Ladwa, Priyanka Bose, Deepti Naval, Tannishtha Chatterjee, Nawazuddin Siddiqui, Sunny Pawar, Keshav Jadhav, Benjamin Rigby, Kaushik Sen, Riddhi Sen",Drama,2016-11-24,12000000
331482,Little Women,Greta Gerwig,"Saoirse Ronan, Emma Watson, Florence Pugh, Eliza Scanlen, Laura Dern, Timothée Chalamet, Tracy Letts, Bob Odenkirk, James Norton, Louis Garrel, Jayne Houdyshell, Chris Cooper, Meryl Streep, Rafael Silva, Mason Alban","Drama, Romance",2019-12-25,40000000
760099,Living,Oliver Hermanus,"Bill Nighy, Aimee Lou Wood, Alex Sharp, Tom Burke, Adrian Rawlins, Oliver Chris, Hubert Burton, Zoe Boyle, Barney Fishwick, Patsy Ferran, Michael Cochrane, Lia Williams, Anant Varman, Jessica Flood, Jamie Wilkes",Drama,2022-11-04,10000000
339419,Loving,Jeff Nichols,"Joel Edgerton, Ruth Negga, Michael Shannon, Marton Csokas, Nick Kroll, Bill Camp, Sharon Blackwood, Alano Miller, Terri Abney, David Jensen, Jon Bass, Christopher Mann, Winter-Lee Holland, Michael Abbott Jr., Chris Greene","Drama, Romance",2016-11-04,9000000
615667,Ma Rainey's Black Bottom,George C. Wolfe,"Viola Davis, Chadwick Boseman, Colman Domingo, Glynn Turman, Michael Potts, Jeremy Shamos, Jonny Coyne, Taylour Paige, Dusan Brown, Joshua Harto, Quinn VanAntwerp, Chloe Davis, Mayte Natalio, Johanna Elmina Moise, Onyxx Noel","Drama, Music",2020-11-25,0
76341,Mad Max: Fury Road,George Miller,"Tom Hardy, Charlize Theron, Nicholas Hoult, Hugh Keays-Byrne, Josh Helman, Nathan Jones, Zoë Kravitz, Rosie Huntington-Whiteley, Riley Keough, Abbey Lee, Courtney Eaton, John Howard, Richard Carter, Iota, Angus Sampson","Action, Adventure, Science Fiction",2015-05-13,150000000
523607,Maestro,Bradley Cooper,"Carey Mulligan, Bradley Cooper, Matt Bomer, Vincenzo Amato, Greg Hildreth, Michael Urie, Brian Klugman, Nick Blaemire, Mallory Portnoy, Alexandra Santini, Jarrod LaBine, Sarah Silverman, Kate Eastman, William Hill, Valéry Lessard","Drama, Romance, Music",2023-11-22,80000000
334541,Manchester by the Sea,Kenneth Lonergan,"Casey Affleck, Lucas Hedges, Michelle Williams, Kyle Chandler, C.J. Wilson, Gretchen Mol, Matthew Broderick, Anna Baryshnikov, Heather Burns, Ivy O'Brien, Kara Hayward, Tom Kemp, Josh Hamilton, Tate Donovan, Ruibo Qian",Drama,2016-11-17,9000000
614560,Mank,David Fincher,"Gary Oldman, Amanda Seyfried, Lily Collins, Arliss Howard, Tom Pelphrey, Sam Troughton, Ferdinand Kingsley, Tuppence Middleton, Tom Burke, Joseph Cross, Jamie McShane, Toby Leonard Moore, Monika Gossmann, Charles Dance, Jack Romano","Drama, History",2020-11-13,25000000
492188,Marriage Story,Noah Baumbach,"Adam Driver, Scarlett Johansson, Laura Dern, Alan Alda, Ray Liotta, Julie Hagerty, Merritt Wever, Azhy Robertson, Wallace Shawn, Martha Kelly, Mark O'Brien, Julia Greer, Matthew Maher, Eric Berryman, Mickey Sumner",Drama,2019-09-28,18000000
59436,Midnight in Paris,Woody Allen,"Owen Wilson, Rachel McAdams, Kathy Bates, Kurt Fuller, Adrien Brody, Carla Bruni, Marion Cotillard, Michael Sheen, Nina Arianda, Tom Hiddleston, Mimi Kennedy, Alison Pill, Léa Seydoux, Corey Stoll, Maurice Sonnenberg","Fantasy, Comedy, Romance",2011-05-11,17000000
615643,Minari,Lee Isaac Chung,"Steven Yeun, Han Ye-ri, Youn Yuh-jung, Will Patton, Alan Kim, Noel Kate Cho, Darryl Cox, Esther Moon, Ben Hall, Eric Starkey, Jacob Wade, James Carroll, Jenny Phagan, Tina Parker, Chloe Lee",Drama,2021-02-12,2000000
60308,Moneyball,Bennett Miller,"Brad Pitt, Jonah Hill, Philip Seymour Hoffman, Robin Wright, Chris Pratt, Stephen Bishop, Reed Diamond, Brent Jennings, Ken Medlock, Tammy Blanchard, Jack McGee, Vyto Ruginis, Nick Searcy, Glenn Morshower, Casey Bond",Drama,2011-09-23,50000000
376867,Moonlight,Barry Jenkins,"Trevante Rhodes, André Holland, Janelle Monáe, Ashton Sanders, Jharrel Jerome, Alex R. Hibbert, Jaden Piner, Naomie Harris, Mahershala Ali, Shariff Earp, Duan Sanderson, Herman 'Caheei McGloun, Kamal Ani-Bellow, Keomi Givens, Eddie Blanchard",Drama,2016-10-21,4000000
414425,Mudbound,Dee Rees,"Carey Mulligan, Jason Clarke, Jason Mitchell, Mary J. Blige, Garrett Hedlund, Rob Morgan, Jonathan Banks, Kelvin Harrison Jr., Kerry Cahill, Claudio Laniado, Kennedy Derosin, Dylan Arnold, Lucy Faust, Henry Frost, Jason Kirkpatrick",Drama,2017-11-16,10000000
75900,My Week with Marilyn,Simon Curtis,"Michelle Williams, Kenneth Branagh, Eddie Redmayne, Dominic Cooper, Philip Jackson, Derek Jacobi, Toby Jones, Michael Kitchen, Julia Ormond, Simon Russell Beale, Dougray Scott, Zoë Wanamaker, Emma Watson, Judi Dench, Jim Carter","Drama, Romance",2011-11-23,6400000
129670,Nebraska,Alexander Payne,"Bruce Dern, Will Forte, June Squibb, Bob Odenkirk, Stacy Keach, Mary Louise Wilson, Rance Howard, Tim Driscoll, Devin Ratray, Angela McEwan, Glendora Stitt, Elizabeth Moore, Kevin Kunkel, Dennis McCoig, Ronald Vosta","Drama, Adventure",2013-09-21,12000000
1028196,Nickel Boys,RaMell Ross,"Ethan Herisse, Brandon Wilson, Aunjanue Ellis-Taylor, Hamish Linklater, Gralen Bryant Banks, Fred Hechinger, Jimmie Fails, Luke Tennie, Bryan Gael Guzman, Ethan Cole Sharp, Sam Malone, Najah Bradley, Jase Stidwell, Legacy Jones, Ky'druis Follins","Drama, History",2024-12-13,23200000
597208,Nightmare Alley,Guillermo del Toro,"Bradley Cooper, Cate Blanchett, Toni Collette, Willem Dafoe, Richard Jenkins, Rooney Mara, Ron Perlman, Mary Steenburgen, David Strathairn, Mark Povinelli, Peter MacNeill, Holt McCallany, Paul Anderson, Lara Jean Chorostecki, Jim Beaver","Crime, Drama, Thriller",2021-12-02,60000000
340666,Nocturnal Animals,Tom Ford,"Amy Adams, Jake Gyllenhaal, Michael Shannon, Aaron Taylor-Johnson, Isla Fisher, Ellie Bamber, Armie Hammer, Karl Glusman, Robert Aramayo, Laura Linney, Andrea Riseborough, Michael Sheen, Bobbi Salvör Menuez, Imogen Waterhouse, Franco Vega","Drama, Thriller",2016-11-04,22500000
581734,Nomadland,Chloé Zhao,"Frances McDormand, David Strathairn, Linda May, Swankie, Gay DeForest, Patricia Grier, Angela Reyes, Carl R. Hughes, Douglas G. Soul, Ryan Aquino, Teresa Buchanan, Karie Lynn McDermott Wilder, Brandy Wilber, Makenzie Etcheverry, Bob Wells",Drama,2021-01-29,5000000
895549,NYAD,"Elizabeth Chai Vasarhelyi, Jimmy Chin","Annette Bening, Jodie Foster, Rhys Ifans, Ethan Jones Romero, Luke Cosgrove, Jeena Yi, Eric T. Miller, Anne Marie Kempf, Carolyn McCormick, Marcos Diaz, Belle Darling, Pearl Darling, Johnny Solo, Anna Harriette Pittman, Hanler Rodríguez","Drama, History",2023-10-18,0
466272,Once Upon a Time... in Hollywood,Quentin Tarantino,"Leonardo DiCaprio, Brad Pitt, Margot Robbie, Emile Hirsch, Margaret Qualley, Timothy Olyphant, Julia Butters, Austin Butler, Dakota Fanning, Bruce Dern, Mike Moh, Luke Perry, Damian Lewis, Al Pacino, Nicholas Hammond","Comedy, Drama, Thriller",2019-07-24,95000000
661914,One Night in Miami...,Regina King,"Kingsley Ben-Adir, Eli Goree, Aldis Hodge, Leslie Odom Jr., Joaquina Kalukango, Nicolette Robinson, Michael Imperioli, Lawrence Gilliard Jr., Christian Magby, Jeremy Pope, Christopher Gorham, Beau Bridges, Lance Reddick, Derek Roberts, Emily Bridges",Drama,2020-12-25,0
872585,Oppenheimer,Christopher Nolan,"Cillian Murphy, Emily Blunt, Matt Damon, Robert Downey Jr., Florence Pugh, Josh Hartnett, Casey Affleck, Rami Malek, Kenneth Branagh, Benny Safdie, Jason Clarke, Dylan Arnold, Tom Conti, James D'Arcy, David Dastmalchian","Drama, History",2023-07-19,100000000
519010,Pain and Glory,Pedro Almodóvar,"Antonio Banderas, Asier Etxeandia, Leonardo Sbaraglia, Nora Navas, Julieta Serrano, Penélope Cruz, César Vicente, Asier Flores, Cecilia Roth, Susi Sánchez, Raúl Arévalo, Pedro Casablanc, Julián López, Eva Martín, Sara Sierra",Drama,2019-03-22,10769016
766798,Parallel Mothers,Pedro Almodóvar,"Penélope Cruz, Milena Smit, Israel Elejalde, Aitana Sánchez-Gijón, Rossy de Palma, Julieta Serrano, Arantxa Aranguren, Adelfa Calvo, José Javier Domínguez, Trinidad Iglesias, Inma Ochoa, Ana Peleteiro, Daniela Santiago, Chema Adeva, Luna Auria Contreras",Drama,2021-10-08,11000000
496243,Parasite,Bong Joon Ho,"Song Kang-ho, Lee Sun-kyun, Cho Yeo-jeong, Choi Woo-shik, Park So-dam, Lee Jung-eun, Jang Hye-jin, Park Myung-hoon, Jung Zi-so, Jung Hyeon-jun, Park Keun-rok, Jung Yi-seo, Cho Jae-myung, Jeong Ik-han, Kim Kyu-baek","Comedy, Thriller, Drama",2019-05-30,11363000
666277,Past Lives,Celine Song,"Greta Lee, Teo Yoo, John Magaro, Moon Seung-ah, Leem Seung-min, Yoon Ji-hye, Choi Won-young, An Min-young, Seo Yeon-woo, Chang Ki-ha, Shin Hee-cheol, Park Jun-hyuk, Jack Alberts, Jane Yubin Kim, Noo Ri Song","Drama, Romance",2023-06-02,12000000
400617,Phantom Thread,Paul Thomas Anderson,"Daniel Day-Lewis, Vicky Krieps, Lesley Manville, Camilla Rutherford, Gina McKee, Brian Gleeson, Harriet Sansom Harris, Lujza Richter, Julia Davis, Julie Vollono, Sue Clark, Joan Brown, Harriet Leitch, Dinah Nicholson, Julie Duck","Drama, Romance",2017-12-25,35000000
205220,Philomena,Stephen Frears,"Judi Dench, Steve Coogan, Sophie Kennedy Clark, Mare Winningham, Barbara Jefford, Ruth McCabe, Peter Hermann, Sean Mahon, Anna Maxwell Martin, Michelle Fairley, Wunmi Mosaku, Amy McAllister, Charlie Murphy, Cathy Belton, Kate Fleetwood",Drama,2013-11-01,12000000
641662,Pieces of a Woman,Kornél Mundruczó,"Vanessa Kirby, Shia LaBeouf, Ellen Burstyn, Sarah Snook, Iliza Shlesinger, Benny Safdie, Molly Parker, Steven McCarthy, Tyrone Benskin, Frank Schorpion, Harry Standjofski, Domenic Di Rosa, Jimmie Fails, Juliette Casagrande, Gayle Garfinkle",Drama,2020-12-30,0
792307,Poor Things,Yorgos Lanthimos,"Emma Stone, Mark Ruffalo, Willem Dafoe, Ramy Youssef, Christopher Abbott, Suzy Bemba, Jerrod Carmichael, Kathryn Hunter, Vicki Pepperdine, Hanna Schygulla, Margaret Qualley, Jack Barton, Charlie Hiscock, Attila Dobai, Emma Hindle","Science Fiction, Romance, Comedy",2023-12-07,35000000
582014,Promising Young Woman,Emerald Fennell,"Carey Mulligan, Bo Burnham, Alison Brie, Clancy Brown, Jennifer Coolidge, Laverne Cox, Chris Lowell, Molly Shannon, Connie Britton, Adam Brody, Max Greenfield, Christopher Mintz-Plasse, Steve Monroe, Sam Richardson, Ray Nicholson","Thriller, Crime, Drama",2020-12-13,10000000
27585,Rabbit Hole,John Cameron Mitchell,"Nicole Kidman, Aaron Eckhart, Dianne Wiest, Miles Teller, Tammy Blanchard, Sandra Oh, Giancarlo Esposito, Jon Tenney, Stephen Mailer, Mike Doyle, Roberta Wallach, Patricia Kalember, Ali Marsh, Yetta Gottesman, Colin Mitchell",Drama,2010-12-16,5000000
292011,Richard Jewell,Clint Eastwood,"Paul Walter Hauser, Jon Hamm, Kathy Bates, Sam Rockwell, Olivia Wilde, Nina Arianda, Ian Gomez, Wayne Duvall, Dylan Kussman, Mike Pniewski, Brandon Stanley, Ryan Boz, Charles Green, Ronnie Allen, David Lengel","Drama, History",2019-12-13,45000000
426426,Roma,Alfonso Cuarón,"Yalitza Aparicio, Marina de Tavira, Diego Cortina Autrey, Carlos Peralta, Marco Graf, Daniela Demesa, Nancy García García, Verónica García, Fernando Grediaga, Jorge Antonio Guerrero, José Manuel Guerrero Mendoza, Andy Cortés, Victor Manuel Resendiz Ruiz, Zarela Lizbeth Chinolla Arellano, José Luis López Gómez",Drama,2018-11-21,15000000
413362,"Roman J. Israel, Esq.",Dan Gilroy,"Denzel Washington, Colin Farrell, Carmen Ejogo, Lynda Gravatt, Amanda Warren, Hugo Armstrong, Sam Gilroy, Tony Plana, DeRon Horton, Amari Cheatom, Vince Cefalu, Tarina Pouncy, Nazneen Contractor, Niles Fitch, Jocelyn Ayanna","Drama, Crime, Thriller",2017-11-17,22000000
264644,Room,Lenny Abrahamson,"Brie Larson, Jacob Tremblay, Joan Allen, Sean Bridgers, Tom McCamus, William H. Macy, Cas Anvar, Amanda Brugel, Wendy Crewson, Joe Pingue, Sandy McMaster, Matt Gordon, Zarrin Darnell-Martin, Jee-Yun Lee, Randal Edwards","Drama, Thriller",2015-10-16,13000000
898713,Rustin,George C. Wolfe,"Colman Domingo, Aml Ameen, Glynn Turman, Chris Rock, Gus Halper, Johnny Ramey, CCH Pounder, Michael Potts, Audra McDonald, Jeffrey Wright, Lilli Kay, Jordan-Amanda Hall, Jakeem Dante Powell, Ayana Workman, Grantham Coleman","Drama, History",2023-11-03,0
273895,Selma,Ava DuVernay,"David Oyelowo, Carmen Ejogo, Tom Wilkinson, Giovanni Ribisi, Tim Roth, André Holland, Colman Domingo, Common, Stephan James, Omar J. Dorsey, LaKeith Stanfield, Oprah Winfrey, Tessa Thompson, Cuba Gooding Jr., Ruben Santiago-Hudson","History, Drama",2014-12-25,20000000
82693,Silver Linings Playbook,David O. Russell,"Bradley Cooper, Jennifer Lawrence, Robert De Niro, Jacki Weaver, Anupam Kher, Chris Tucker, Julia Stiles, Shea Whigham, John Ortiz, Paul Herman, Dash Mihok, Matthew Russell, Cheryl Williams, Patrick McDade, Brea Bee","Drama, Comedy, Romance",2012-11-16,21000000
1155828,Sing Sing,Greg Kwedar,"Colman Domingo, Clarence Maclin, Sean San Jose, Paul Raci, David ""Dap"" Giraudy, Patrick ""Preme"" Griffin, Mosi Eagle, James ""Big E"" Williams, Sean Dino Johnson, Brent Buell, Michael Capra, Cecily Lyn, Johnny Simmons, Katherine Vockins, Reynaldo Gayle",Drama,2024-07-12,2000000
502033,Sound of Metal,Darius Marder,"Riz Ahmed, Olivia Cooke, Paul Raci, Lauren Ridloff, Mathieu Amalric, Domenico Toledo, Chelsea Lee, Shaheem Sanchez, Chris Perfetti, Bill Thorpe, Michael Tow, William Xifaras, Rena Maliszewski, Tom Kemp, Elan Sicroff","Drama, Music",2020-11-20,0
716612,Spencer,Pablo Larraín,"Kristen Stewart, Timothy Spall, Jack Nielen, Freddie Spry, Jack Farthing, Sean Harris, Stella Gonet, Richard Sammel, Elizabeth Berrington, Lore Stefanek, Amy Manson, Sally Hawkins, James Harkness, Laura Benson, Wendy Patterson",Drama,2021-11-04,18000000
314365,Spotlight,Tom McCarthy,"Mark Ruffalo, Michael Keaton, Rachel McAdams, Liev Schreiber, John Slattery, Brian d'Arcy James, Stanley Tucci, Elena Wohl, Gene Amoroso, Doug Murray, Sharon McFarlane, Jamey Sheridan, Neal Huff, Billy Crudup, Robert B. Kennedy","Drama, History",2015-11-06,20000000
321697,Steve Jobs,Danny Boyle,"Michael Fassbender, Kate Winslet, Seth Rogen, Jeff Daniels, Michael Stuhlbarg, Katherine Waterston, Perla Haney-Jardine, Ripley Sobo, Makenzie Moss, Sarah Snook, John Ortiz, Adam Shapiro, John Steen, Stan Roth, Mihran Slougian","Drama, History",2015-10-09,30000000
284293,Still Alice,"Wash Westmoreland, Richard Glatzer","Julianne Moore, Kate Bosworth, Shane McRae, Hunter Parrish, Alec Baldwin, Seth Gilliam, Kristen Stewart, Stephen Kunken, Erin Darke, Daniel Gerroll, Quincy Tyler Bernstine, Maxine Prescott, Orlagh Cassidy, Rosa Arredondo, Zillah Glory",Drama,2014-12-05,5000000
817758,TÁR,Todd Field,"Cate Blanchett, Nina Hoss, Noémie Merlant, Sophie Kauer, Julian Glover, Mark Strong, Sylvia Flote, Allan Corduner, Mila Bogojevic, Adam Gopnik, Marc-Martin Straub, Egon Brandstetter, Ylva Pollak, Paula Först, Sydney Lemmon","Music, Drama",2022-10-07,35000000
1182047,The Apprentice,Ali Abbasi,"Sebastian Stan, Jeremy Strong, Martin Donovan, Maria Bakalova, Catherine McNally, Charlie Carrick, Ben Sullivan, Mark Rendall, Joe Pingue, Ron Lea, Edie Inksetter, Matt Baram, Moni Ogunsuyi, Brad Austin, Stuart Hughes","History, Drama",2024-10-09,16000000
74643,The Artist,Michel Hazanavicius,"Jean Dujardin, Bérénice Bejo, John Goodman, James Cromwell, Penelope Ann Miller, Missi Pyle, Beth Grant, Ed Lauter, Joel Murray, Elizabeth Tulloch, Ken Davitian, Malcolm McDowell, Basil Hoffman, Bill Fagerbakke, Nina Siemaszko","Drama, Comedy, Romance",2011-10-12,15000000
674324,The Banshees of Inisherin,Martin McDonagh,"Colin Farrell, Brendan Gleeson, Kerry Condon, Barry Keoghan, Gary Lydon, Pat Shortt, Sheila Flitton, Bríd Ní Neachtain, Jon Kenny, Aaron Monaghan, David Pearse, John Carty, Oliver Farrelly, Lasairfhíona Ní Chonaola, James Carty","Drama, Comedy",2022-10-20,20000000
318846,The Big Short,Adam McKay,"Steve Carell, Christian Bale, Ryan Gosling, Brad Pitt, Marisa Tomei, Melissa Leo, Hamish Linklater, John Magaro, Rafe Spall, Jeremy Strong, Finn Wittrock, Tracy Letts, Byron Mann, Adepero Oduye, Karen Gillan","Comedy, Drama",2015-12-11,28000000
549509,The Brutalist,Brady Corbet,"Adrien Brody, Felicity Jones, Guy Pearce, Joe Alwyn, Raffey Cassidy, Stacy Martin, Isaach de Bankolé, Alessandro Nivola, Ariane Labed, Michael Epp, Emma Laird, Jonathan Hyde, Peter Polycarpou, Maria Sand, Salvatore Sansone","Drama, History",2024-12-20,9600000
558915,The Color Purple,Blitz Bazawule,"Fantasia Barrino, Taraji P. Henson, Danielle Brooks, Colman Domingo, Corey Hawkins, Phylicia Pearl Mpasi, Halle Bailey, Ciara, H.E.R., David Alan Grier, Deon Cole, Jon Batiste, Louis Gossett Jr., Tamela Mann, Aunjanue Ellis-Taylor",Drama,2023-12-25,90000000
306819,The Danish Girl,Tom Hooper,"Eddie Redmayne, Alicia Vikander, Matthias Schoenaerts, Ben Whishaw, Sebastian Koch, Pip Torrens, Nicholas Woodeson, Amber Heard, Emerald Fennell, Adrian Schiller, Henry Pettigrew, Sophie Kennedy Clark, Miltos Yerolemou, Jake Graf, Tusse Silberg",Drama,2015-11-27,15000000
